Project,IssueID,URL,Title,Status,CreatedAt,BugType ,StackLayer,CTClass,subtype,DUB,reason Bug,reason Stack,reason Class
NVIDIA/cuda-quantum,403,https://github.com/NVIDIA/cuda-quantum/issues/403,Submission to IONQ simulator hangs,closed,2023-07-13T17:43:20Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,"The executable hangs after submitting a job for execution on the IONQ simulator.  Looking at the dashboard on the ionq website all the jobs are marked as failed due to not having permissions, but hanging the process isn't very informative on the other end. ",The error seems in the integration between CUDA-Q IonQ backend client and the remote IonQ cloud service: job status and error codes from IonQ. no permissions,Whether a remote cloud job fails due to permission issues and how that failure is reported is likely a runtime framework 
NVIDIA/cuda-quantum,399,https://github.com/NVIDIA/cuda-quantum/issues/399,exception thrown in cobyla,open,2023-07-12T17:43:59Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,The generated executable terminates with an uncaught exception being thrown. ,"Seems in the interaction between CUDA-Q (COBYLA) and the IonQ backend path in the framework, not in the user kernel itself: the same example is expected to run, but the integration for this target throws at runtime",An optimiser backend combination throws an exception at runtime depends framework behaviour and numerical edge cases. This is not something a static analysis of the kernel or API usage could reliably predict
NVIDIA/cuda-quantum,381,https://github.com/NVIDIA/cuda-quantum/issues/381,Kernels created by cudaq-quake can't be serialized into OpenQASM,closed,2023-07-09T11:44:04Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C ,,,"When kernels are serialized into MLIR using cudaq-quake, the resulting MLIR code also contains a function that can't be translated into OpenQASM using cudaq-translate. ","Assumption: the quantum kernel itself is fine, but the translator does not know how to deal with additional classical functions in the same module ",Whether the OpenQASM backend supports or skips auxiliary classical functions is a property of that translation pipeline 
NVIDIA/cuda-quantum,380,https://github.com/NVIDIA/cuda-quantum/issues/380,Kernel calls can't be translated into OpenQASM,closed,2023-07-09T09:06:41Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,Quake code in which a kernel is called by another kernel can't be translated to OpenQASM. ,"Problem seems to be in the framework integration between Quake MLIR and the OpenQASM translation backend.  the C++ kernels and Quake IR are valid and runnable, but the OpenQASM codegen cannot handle kernel-to-kernel calls ",Support for translating func call and generating legal  names is a responsibility of the OpenQASM backend 
NVIDIA/cuda-quantum,379,https://github.com/NVIDIA/cuda-quantum/issues/379,`r1` gate isn't correctly translated to OpenQASM,closed,2023-07-09T08:14:30Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,"When translating Quake to OpenQASM, r1 gates are translated to cu1 gates instead of u1 gates. ","Assumption: The defect lies in the Quake OpenQASM translation backend, specifically in the gate mapping table that maps CUDA-Q Quake r1 operation to the wrong OpenQASM primitive",Correctness of this Name semantics mapping is a backend specific codegen concern. Ggeneric static analysis of user kernels cannot detect that the translator chose cu1 instead of u1
NVIDIA/cuda-quantum,378,https://github.com/NVIDIA/cuda-quantum/issues/378,Kernels created by `cudaq::kernel_builder` can't be translated to OpenQASM,closed,2023-07-09T07:55:31Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,"Das Issue (Fortsetzung von #380) beschreibt, dass der QASM-Generator für Builder-basierte Kernels scheitert, weil z.B. kein cudaq-entrypoint-Attribut gesetzt oder falsch interpretiert wird – das ist ein Problem im Tool-/Backend-Integrationsteil (MLIR → QASM), nicht im User-Kernel selbst. ",The defect lies in the integration between the kernel builder’s to_quake() implementation and the Quake translation to QASM,"Ob der QASM-Translator korrekt mit Builder-Kernels und Entry-Point-Attributen umgeht, hängt von seiner Implementierung ab; eine zusätzliche Analyse des User-Kernels kann nicht sicherstellen, dass die Tool-Kette einen gültigen QASM-Output erzeugt – daher CTClass C. "
NVIDIA/cuda-quantum,349,https://github.com/NVIDIA/cuda-quantum/issues/349,IR produced when compiling for Quantinuum and IonQ backends is not spec compliant,closed,2023-07-05T12:45:03Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,B ,B2,,"Das Issue sagt explizit, dass die Namen der QIR-Funktionen für T- und S-Adjoint (__tdg, __sdg) nicht dem QIR Base Profile entsprechen und zu __t__adj/__s__adj geändert werden müssen – das ist eine Fehlintegration zwischen CUDA-Qs QIR-Emitter und der formalen QIR-Spezifikation. ","Wir befinden uns genau in der Schicht, in der CUDA-Q seine interne Repräsentation in QIR Base Profile gießt, damit andere Tools das interpretieren können – also eine Format-/Backend-Integrationsaufgabe. ","QIR Base Profile ist formal spezifiziert; ein QIR-Validator (z.B. im Stil von QAT) könnte zur Compile-Time prüfen, ob alle Funktionsnamen und Signaturen kompatibel sind und die Base-Profile-Regeln einhalten – das ist eine fortgeschrittene IR-Analyse und damit CTClass B. "
NVIDIA/cuda-quantum,345,https://github.com/NVIDIA/cuda-quantum/issues/345,Error when trying to simulate `qspan`,closed,2023-07-03T19:57:10Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,"Das Issue zeigt, dass das Zusammenspiel mit einem bestimmten Simulator/Backend (z.B. qpp) zu Crash/Fehlverhalten führt – nicht, weil der Algorithmus numerisch instabil ist, sondern weil die Integration (Kontroll-/Target-Dimensionen, Mapping etc.) nicht korrekt implementiert ist. ","Ursache ist die Art, wie das Framework den qpp-Backend-Aufruf vorbereitet (z.B. Falsches Layout, falsche Parameter, falsche Kontroll-/Target-Belegung), also klare Integrationsschicht zwischen High-Level-Kernel und Backend. ","Ein statischer Check auf User-Kernel-Level kann nicht sicherstellen, dass der interne qpp-Aufruf keine Off-by-one-/Dimensionierungsfehler in der Implementierung hat; das ist Implementierungsarbeit im Integrationscode → C. "
NVIDIA/cuda-quantum,344,https://github.com/NVIDIA/cuda-quantum/issues/344,Compiler crash when compiling a kernel with `std::uint8_t` as argument,closed,2023-07-03T19:52:03Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,B ,B2,,"Nutzer verwenden bestimmte legalen C++-Typen oder Signaturen für __qpu__-Kernels, woraufhin der Compiler/Bridge crasht oder falsche IR erzeugt – das ist ein Logikfehler der High-Level-Schnittstelle (Type-/Signature-Handling), nicht ein Backend- oder Buildproblem. ","Wie Kernel-Argumenttypen analysiert und in IR übersetzt werden, ist klar Aufgabe des High-Level-Frontends; der Bug sitzt dort (z.B. in Typableitung, Funktionssignatur-Handling), nicht im darunterliegenden Backend oder einer externen Library. ","Mit einem robusteren Typ-/Signature-Validator für Kernel-Definitionen (der sicherstellt, dass nur unterstützte Typen in zulässigen Kombinationen vorkommen und alle Branches des Type-Dispatch abgedeckt sind) könnte man solche Fehler prinzipiell zur Compile-Time erkennen/verhindern; das braucht aber erweiterte Compiler-Analysen und klare Typregeln → B. "
NVIDIA/cuda-quantum,343,https://github.com/NVIDIA/cuda-quantum/issues/343,Unable to unroll a counted loop,closed,2023-07-03T19:41:01Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,"Das Issue beschreibt ein fehlerhaftes Verhalten/Crash im Zusammenspiel mit einem bestimmten Backend/Target (kein reiner „langsamer“ oder numerisch ungenauer Pfad), sondern dass etwas im Framework↔Backend-Weg kaputtgeht – typisch für 1.3. ","Die Ursache liegt in der Verkabelung von CUDA-Q-Mechanismen mit einem konkreten Backend (z.B. IonQ/Quantinuum/QIR-Pfade), nicht im High-Level-API-Design oder Build-System selbst. ","Diese Art Integrations-/Crash-Fehler entsteht aus den internen Details der Aufrufkette und der Backend-Implementierung; ein Compile-Time-Check auf Basis von User-Kernel-IR kann nicht sicherstellen, dass der richtige Backend-Call mit korrekten Parametern implementiert ist. "
NVIDIA/cuda-quantum,341,https://github.com/NVIDIA/cuda-quantum/issues/341,Linker error when trying to build kernel with `std::acos`,closed,2023-07-03T17:13:10Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,"Hier geht es darum, dass bestimmte Standard-Math-Funktionen (acos etc.) im resultierenden QIR/Backend-Profil nicht korrekt an die Zielumgebung angebunden werden (z.B. falscher Name oder fehlendes Mapping) – das ist ein Fehler im Zusammenspiel von Compiler/QIR und Runtime-/Math-Library. ","Betroffen ist die Schicht, die QIR-/IR-Funktionen auf konkrete Runtime-Funktionen der Zielplattform mappt; es ist keine Build-/Install-Frage und auch nicht reine High-Level-API-Semantik, sondern Integration von Backend-Profil und tatsächlicher Laufzeitumgebung. ","Ob ein Linker-/Runtime-Symbol korrekt verknüpft ist, hängt von Toolchain, Symbolnamen und Runtime-Layout ab – ein statischer Check des User-Kernels kann das in der Praxis nicht zuverlässig verhindern; damit ist das CTClass C. "
NVIDIA/cuda-quantum,339,https://github.com/NVIDIA/cuda-quantum/issues/339,Failure to create `qreg` using kernel argument as size,closed,2023-07-03T16:16:40Z,API-/Usage-/Logic-Bug (High-Level) ,Backend-Library ,A ,,,We seem to be getting a failure when trying to allocate a qreg that has a size defined by an argument: ,"This is a defect in the CUDA-Q library that lowers kernels and implements qreg construction, not in the users host code or environment, hence it sits in the Backend-Library layer.","A straightforward compiletime contract or type check on the qreg constructor could have caught this mismatch early, so we classify as A"
NVIDIA/cuda-quantum,338,https://github.com/NVIDIA/cuda-quantum/issues/338,Handle func::ConstantOp for adjoint / control in the ASTBridge,closed,2023-07-03T16:05:47Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,,,"Das Issue zeigt, dass das Verwenden einer freien __qpu__-Funktion als Funktionszeiger in cudaq::adjoint() aktuell zu einem Compilerfehler führt und man in ConvertExpr.cpp spezielle Typ-Checks nachrüsten muss – der Nutzer macht semantisch legitime API-Nutzung, aber die High-Level-Logik unterstützt diesen Fall nicht. ","Die vorgeschlagene Lösung betrifft direkt den Frontend-/Type-Checking-Code (ConvertExpr.cpp) im CUDA-Q-Compiler: es fehlt ein Branch für FunctionType, also High-Level-API-/Compiler-Frontend-Logik, nicht Backend. ","Dass genau dieser Funktions-Typfall in der Implementation des Frontends nicht behandelt ist, ist ein interner Compiler-Bug; ein separater Compile-Time-Analyseschritt, der den User-Code inspiziert, kann das nicht „präventiv“ verhindern – die Korrektur ist im Compiler selbst, nicht durch zusätzliche Constraints auf den Kernel. "
NVIDIA/cuda-quantum,337,https://github.com/NVIDIA/cuda-quantum/issues/337,Disappearing instructions.,closed,2023-07-03T15:43:02Z,API-/Usage-/Logic-Bug (High-Level) ,Framework-Integration ,C,,,"Das Verhalten ist ein semantischer Fehler im sichtbaren Verhalten der CUDA-Q-API bzw. im Zusammenspiel der vom Nutzer aufgerufenen High-Level-Funktionalität, nicht primär ein reiner Performance-/Numerikfehler – das Issue beschreibt „falsche“ bzw. inkonsistente Logik. ","Die Ursache liegt im Zusammenspiel von High-Level-Frontend und darunterliegenden Komponenten/Targets (z.B. bestimmte Targets oder Execution-Pfade reagieren anders als erwartet); also Integrationsebene, nicht nur frontendinterne Syntax/Parsing. ","Die konkrete Fehlersituation ergibt sich aus der Implementierung des Framework-Integrationspfads; es gibt keinen einfachen oder auch nur fortgeschrittenen Check auf dem User-Kernel, der diese Art Integrations-Logikfehler vorab deterministisch erkennen würde. "
NVIDIA/cuda-quantum,327,https://github.com/NVIDIA/cuda-quantum/issues/327,Makefiles are missing dependencies,closed,2023-06-29T22:24:05Z,Build-/Install-/Packaging-Bug,Build/Deploy/Environment ,C,,,"Das Issue beschreibt, dass man zum Testen der Python-Bindings aus dem Build-Verzeichnis erst make install laufen lassen muss, weil die Python-Hierarchie sonst nicht an der erwarteten Stelle liegt – das ist klassischer Install-/Packaging-/CMake-Logik-Bug. ","Betroffen ist die Art, wie das Projekt gebaut und installiert wird (Build-Dir vs. Install-Dir, Python-Pfadstruktur), nicht die Laufzeit-Interaktion mit einem Quantum-Backend oder die API-Semantik. ",Solche Build-/Installationspfad-Probleme sind durch Analyse von __qpu__-Kernels oder API-Aufrufen nicht zu verhindern; sie hängen von CMake-/Packaging-Entscheidungen und Dateisystemlayout ab → klar CTClass C. 
NVIDIA/cuda-quantum,325,https://github.com/NVIDIA/cuda-quantum/issues/325,Calling a kernel via an instance creates an incorrect allocation,closed,2023-06-29T18:02:09Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,,,"Das Beispiel zeigt zwei __qpu__-Kernels (S1, S2), bei denen der Bridge/Frontend aus formal korrektem C++/CUDA-Q-Code eine fehlerhafte cc.alloca-IR erzeugt – das ist ein Logikfehler im High-Level-Kernel-/IR-Generierungsverhalten, nicht ein Build- oder Backend-Implementierungsproblem. ","Der Fehler sitzt direkt in der Übersetzung von C++-Kernelstrukturen (Funktionsobjekte, Aufruf von S2 in S1) in Quake/MLIR; hier arbeitet die High-Level-Frontend-Logik falsch, bevor irgendein konkretes Backend ins Spiel kommt. ","Ob der Bridge eine „malformed cc.alloca“ erzeugt, hängt von interner Implementierungslogik im Compiler ab; das lässt sich nicht durch zusätzliche Typ- oder Contract-Checks auf User-Kernel-Seite zuverlässig verhindern – man braucht robuste Implementierungstests, nicht CT-Analysen des Nutzer-Codes. "
NVIDIA/cuda-quantum,296,https://github.com/NVIDIA/cuda-quantum/issues/296,Failing to compile `if` statements to quantinuum target,closed,2023-06-26T13:43:09Z,API-/Usage-/Logic-Bug (High-Level) ,Backend-Library ,C,,,"When targeting quantinuum, the compiler seems to fail lowering if statements. ",The crash happens during backend lowering qnd JIT compilation for the Quantinuum target,This is an internal compiler and JIT bug for a specific backend. A static analysis of user kernels cannot predict or prevent an LLVM assertion 
NVIDIA/cuda-quantum,291,https://github.com/NVIDIA/cuda-quantum/issues/291,[pass] Multicontrol decomposition erases non-multi control ops,closed,2023-06-26T09:09:14Z,Performance-/Numerik-Bug,Framework-Integration ,C,,,Ein Decomposition-/Optimierungspass für „multi control“ löscht fälschlich auch andere Operationen und verändert damit die Programmsemantik – ein Fehler in der Transformations-/Optimierungspass-Logik. ,"Betroffen ist das IR-Transformations-Backend (MLIR-/Compiler-Pässe) im CUDA-Q-Stack, also wieder die Compiler-/Framework-Integrationsschicht, nicht die High-Level-API oder das Deployment. ","Der Bug steckt in der Implementierung des Passes selbst (falsche Rewrite-Regeln); statische Analyse des Usercodes kann nicht vorhersagen, dass der Compiler intern falsch transformiert und Ops entfernt → C. "
NVIDIA/cuda-quantum,281,https://github.com/NVIDIA/cuda-quantum/issues/281,Canonicalization of extract_ref doesn't fold constants with index type,closed,2023-06-22T19:45:14Z,Performance-/Numerik-Bug,Framework-Integration ,C,,,"Hier fehlt bzw. funktioniert ein Canonicalization-/Optimierungspass im IR-Pipeline-Kontext, so dass unnötig „schlechter“/nicht optimierter Code stehen bleibt – das ist ein Optimierungs-/Performanceproblem. ","Die Ursache liegt in der Zusammenstellung/Integration der Compiler-Pipeline (welche Pässe wann laufen), also in der IR-/Framework-Integrationsschicht, nicht im Buildsystem. ","Ob bestimmte Canonicalization-/Optimierungspässe in der Pipeline enthalten sind und korrekt funktionieren, ist rein Implementierungsdetail des Compilers; der Userkernel ist davon unabhängig und bietet keinen Hebel für statische Vermeidung → C. "
NVIDIA/cuda-quantum,276,https://github.com/NVIDIA/cuda-quantum/issues/276,Platform config files cannot handle passes with options,closed,2023-06-22T09:14:55Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,"Die Pipeline-Config für Lowering-/Optimierungspässe wird durch eine zu naive String-Splitting-Logik („split on '='“) zerstört, weil Pass-Optionen selbst = enthalten – klassischer Integrations-/Config-Parsing-Bug in der Runtime-Hilfsschicht. ","Es geht um die Integration der Text-Konfiguration (PLATFORM_LOWERING_CONFIG) mit der Pass-Pipeline im Runtime-/Backend-Wrapper, also eindeutig Framework-Integration und nicht reines Build-Environment. ","Der Fehler sitzt im Parser für Konfigurationsstrings; weder Typen noch statische Analyse des Userkernels können verhindern, dass jemand eine solche naive String-Operation implementiert → C. "
NVIDIA/cuda-quantum,258,https://github.com/NVIDIA/cuda-quantum/issues/258,Driver wrongly reporting argument as ignored,closed,2023-06-14T08:59:36Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,,,"Der nvq++-Driver meldet --quantinuum-url fälschlich als „ignored“, obwohl das Argument von der Target-Konfigurationsskriptseite tatsächlich verwendet wird – das ist fehlerhafte User-facing-Logik/Fehlermeldung. ","Betroffen ist die CLI-/Driver-Schicht (nvq++) als Teil der High-Level-API, nicht das Backend selbst oder die Build-Umgebung. ","b ein bestimmtes CLI-Argument intern wirklich benutzt wird oder die Warnung korrekt formuliert ist, ist eine reine Implementierungsfrage im Tool; das hat keinen Bezug zum Userkernel und ist nicht durch Typ-/IR-Analyse abfangbar → C. "
NVIDIA/cuda-quantum,252,https://github.com/NVIDIA/cuda-quantum/issues/252,A job should not be posted if we failed JIT compilation ,closed,2023-06-13T15:38:36Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,Hier wird trotz JIT-Fehler („could not trace offset value“) trotzdem ein Job an den Quantinuum-Backend-Mock geschickt – ein klares Fehlerhandling-/Integrationsproblem zwischen JIT und Job-Submission. ,Es geht um die Übergabe von „JIT erfolgreich/fehlgeschlagen“ an den Remote-Backend-Client und dessen Job-Submission – also die Integration zwischen Compiler-Runtime und Remote-Service. ,"Ob der JIT-Fehler korrekt abgefangen und ein Job unterdrückt wird, hängt allein von der Implementierung der Runtime-/Submission-Logik ab; der Userkernel ist syntaktisch/semantisch korrekt, daher keine sinnvolle Compile-Time-Prävention → C. "
NVIDIA/cuda-quantum,251,https://github.com/NVIDIA/cuda-quantum/issues/251,Lowering single qubit allocations to base profile,closed,2023-06-13T15:29:39Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,"Die Base-Profile-Lowering-Pipeline bricht bei einem Kernel mit einzelner Qubit-Allocation mit „could not trace offset value“ ab – das ist ein Fehler im Zusammenspiel von CUDA-Q-Lowering und Base-Profile/QIR, nicht im Usercode. ",": Betroffen ist die Integration von High-Level-IR (MLIR/Quake) mit der Base-Profile-/Quantinuum-Lowering-Schicht, also die Compiler-/Framework-Integrationslage. ","Ob der Lowering-Code mit bestimmten IR-Patterns (Single-Qubit-Alloc, bestimmte Layouts) korrekt umgehen kann, ist eine Frage der Pass-Implementierung; das lässt sich nicht durch zusätzliche Typ- oder Contract-Checks auf dem Userkernel sicher erkennen → C. "
NVIDIA/cuda-quantum,250,https://github.com/NVIDIA/cuda-quantum/issues/250,Free function kernel compilation in MLIR compilation mode,closed,2023-06-13T15:24:32Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,"Der „multiple definition of super“-Fehler entsteht, weil die Toolchain denselben Kernel-Symbolnamen aus verschiedenen Artefakten falsch verknüpft – klassischer Toolchain-/Integration-Bug, kein reiner Config-Fail. ","Es geht um die Integration zwischen nvq++-Frontend, erzeugtem QIR/Objektcode und dem Linker für das Quantinuum-Target – also um die Framework-/Toolchain-Integrationsschicht. ",nicht sinnvoll compile-time vermeidbar 
NVIDIA/cuda-quantum,179,https://github.com/NVIDIA/cuda-quantum/issues/179,Fix bugs in lowering to base profile [was: Counted loops from the ASTBridge],closed,2023-05-19T14:24:45Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,B ,B2,,"Der Compiler erkennt template-basierte Loops mit konstanter Schranke (N - 1) nicht als „counted loops“ – das ist eine Lücke in der High-Level-Compilerlogik/Loop-Erkennung, kein Environment- oder Backendproblem. ","Betroffen ist das CUDA-Q-Frontend (AST-Bridge / frühe MLIR-Pässe), die C++-Template-Semantik korrekt in Quantum-Loops abbilden müssten – also die High-Level-API-/Compilerlogik-Schicht. ","Mit geeigneter statischer Analyse (Constant Folding für Template-Parameter, Loop-/Control-Flow-Analyse) kann man solche Loops zur Compile-Time als „counted“ erkennen; das ist nicht trivial (kein simpler Typcheck), aber theoretisch machbar → B. "
NVIDIA/cuda-quantum,177,https://github.com/NVIDIA/cuda-quantum/issues/177,CI error after merge ,closed,2023-05-18T11:30:53Z,Build-/Install-/Packaging-Bug,Build/Deploy/Environment ,C,,,"Das Problem tritt beim Bauen der Docker-/Dev-Umgebung auf (fehlende/inkorrekte base_image-/Build-Args, Cache-Verhalten), also klar ein Build-/Packaging-Fehler. ","Es geht um Docker-Builds und Image-Konfiguration, also um Deployment-/Umgebungsfragen und nicht um die laufende CUDA-Q- oder Backend-Logik. ","Ob ein Docker-Build-Arg gesetzt ist und welche Base-Images verfügbar sind, lässt sich nicht über Analyse des CUDA-Q-Usercodes prüfen; das ist reines Build-/CI-Setup → C. "
NVIDIA/cuda-quantum,174,https://github.com/NVIDIA/cuda-quantum/issues/174,Bug in QuakeObserveAnsatz Pass for GCC 11.3,closed,2023-05-17T19:33:52Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,"Der Crash entsteht im observeAnsatz-/Compiler-Pass selbst (z.B. null Context beim Reifyen), also in der internen Integration der Analyse-/Transformations-Pipeline, nicht durch falsche Nutzung der API durch den User. ","Betroffen ist das Zusammenspiel von CUDA-Q-Frontend, MLIR-Pässen und dem internen Observe-/Ansatz-Handling – also die Compiler-/Framework-Integrationsschicht, nicht das Backend oder die Build-Umgebung. ","Das Problem ist ein Implementierungs-/Null-Check-Fehler im Pass selbst; statische Analyse des User-Kernels hilft hier nicht weiter, deshalb kein sinnvoller Compile-Time-Schutz über Typen/Contracts → C. "
NVIDIA/cuda-quantum,149,https://github.com/NVIDIA/cuda-quantum/issues/149,Fix Compiler Warning in QubitQIRExecutionManager,closed,2023-05-10T12:38:35Z,Build-/Install-/Packaging-Bug,Build/Deploy/Environment ,A,,,"Der gemeldete Defekt äußert sich als Compiler-Warnung (-Woverloaded-virtual) beim Bauen – der Build-Prozess ist „unsauber“, obwohl das Programm läuft, also ein Build-/Code-Qualitätsproblem ","Der Effekt tritt beim Übersetzen der Runtime-Klassen (BasicExecutionManager vs. QIRExecutionManager) auf und gehört damit zum Build-/Toolchain-Layer, nicht zur eigentlichen Laufzeit- oder API-Schicht. ",Der Compiler erkennt das Problem bereits heute (Warnung mit exakter Quellstelle); mit passenden Warning-Policies oder CI-Regeln ließe sich dieser Fehler strikt compile-time verhindern. 
NVIDIA/cuda-quantum,83,https://github.com/NVIDIA/cuda-quantum/issues/83,Build issues with cuQuantum SDK v23.03 installed via Ubuntu apt-get,closed,2023-04-13T03:20:17Z,Build-/Install-/Packaging-Bug,Build/Deploy/Environment ,B ,B1,,"When installing cuquantum via apt-get (e.g., sudo apt-get -y install cuquantum) as described here, with the latest cuQuantum SDK v23.03, the install location is different from the previous version: ",This is a build / deployment integration problem between CUDA-Q CMake scripts and the cuQuantum SDK packaging ,"A configure time CMake check using find_library over standard system lib directories (as suggested in the issue) could robustly detect the new cuQuantum layout and fail fast with a clear hint, making this a classic environment "
NVIDIA/cuda-quantum,69,https://github.com/NVIDIA/cuda-quantum/issues/69,Bug with getting expected value from observe_result with no shots provided,closed,2023-04-05T14:30:21Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,,,"Das Zusammenspiel cudaq.observe(...) + result.expectation_z(cudaq.spin.z(1)) reagiert nur korrekt, wenn explizit shots_count gesetzt ist; die Default-Semantik ist inkonsistent mit den Nutzererwartungen und der API-Doku – High-Level-Logic-Bug. ","Der Fehler liegt in der Ergebnisverarbeitung und Statistik-Logik der Python-API, nicht in einem bestimmten Backend oder der Build-Umgebung. ","Ob Default-Parameter und Auswertungsmethoden die „richtige“ physikalische Größe liefern, hängt von der konkreten Implementierung der Statistik- und Samplinglogik ab – das kann man nicht sinnvoll durch statische Analyse des User-Kernels verhindern. "
NVIDIA/cuda-quantum,64,https://github.com/NVIDIA/cuda-quantum/issues/64,Seg fault after printing the circuit in python ,closed,2023-04-04T20:47:21Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,,,"Ein semantisch legaler Pattern (x-Gate, print(circuit), danach noch ein Gate) führt zu einem Segfault – das ist ein Fehler in der internen Repräsentation/Mutationslogik der High-Level-Circuit-API, nicht bloß „Langsamkeit“ oder Numerik. ","Betroffen ist die Python-Kernel-Repräsentation von CUDA-Q und ihre print-Implementation; das Problem entsteht, bevor irgendein Simulator/Backend angesprochen wird. ","Dass print interne Pointer/State so durcheinanderbringt, dass der nächste Gate-Aufruf crasht, ist ein Implementierungsfehler in der API; zusätzliche statische Checks am Usercode können diesen Laufzeit-State-Korruptionsbug nicht verhindern. "
NVIDIA/cuda-quantum,49,https://github.com/NVIDIA/cuda-quantum/issues/49,ExecutionManager Needs Updates for Handling Qudits,closed,2023-04-03T14:24:12Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,,,"Das Issue fordert, ExecutionManager und zugehörige API so zu refactoren, dass sie Qudits (mehr als 2 Levels) korrekt unterstützen; aktuell ist das Interface qubit-spezifisch designt – ein reines API-/Design-/Logikthema. ","Es geht um die abstrakte ExecutionManager-API und deren Signaturen (QuditInfo, returnQudit etc.), also genau die High-Level-Framework-/Sprachspezifikationsschicht. ","Ob das API-Design quditfähig ist, hängt von der gewählten Schnittstelle ab; eine Analyse des Usercodes kann nicht „erzwingen“, dass die Bibliothek ein anderes, allgemeineren Interface implementiert – das ist kein CT-Vermeidbarkeitsfall im Sinne deines Entscheidungsbaums. "
NVIDIA/cuda-quantum,28,https://github.com/NVIDIA/cuda-quantum/issues/28,Incorrect list of QPUs returned from query of runtime,closed,2023-03-24T12:54:49Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,,,"cudaq.list_qpus() listet 'custatevec', obwohl der korrekte Name laut restlichem Stack cuquantum ist – das ist ein falscher Eintrag in einer User-facing API. ","Die Funktion ist Teil des High-Level-Frontends und ihrer statischen Backend-Registry; der Fehler liegt in dieser API-Liste, nicht im unteren Backend-Layer ","Auch wenn man intern Tests/Checks bauen kann, ist das im Sinne deines CT-Konzepts kein Problem, das sich durch zusätzliche Analyse des User-Kernels abfangen lässt – es ist ein harter Implementierungs-/Konstantenfehler im Framework. "
NVIDIA/cuda-quantum,27,https://github.com/NVIDIA/cuda-quantum/issues/27,RuntimeError for MGMN backend,closed,2023-03-24T10:38:09Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,,,"Die Doku verweist auf einen Backend-Namen cuquantum_mgmn, den cudaq.set_qpu('cuquantum_mgmn') dann als „Invalid qpu name“ ablehnt – das ist ein inkonsistentes High-Level-API-/Dokumentationsverhalten, kein Backend- oder Buildproblem. ",Betroffen ist die Ebene der QPU-Selektions-API und ihrer Registry von gültigen Backend-Strings; das spielt sich komplett im High-Level-Framework ab. ,"Der Fehler ist ein interner Daten-/Dokubug im Framework; eine Analyse des Usercodes (z.B. String-Literals) reicht nicht aus, um zur Compile-Time sicherzustellen, dass Doku, Registry und Implementierung konsistent gehalten sind – das ist letztlich Wartungs-/Implementierungsdisziplin, nicht CT-Analyse. "
NVIDIA/cuda-quantum,3,https://github.com/NVIDIA/cuda-quantum/issues/3,Fix bug with mid-circuit measurement to a named register,closed,2023-03-20T19:15:47Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,,,"Der User ruft kernel.mz(qreg, register_name=""test_measurement"") auf und erwartet, dass measure_counts.register_names() diesen Namen enthält; das Feature ist aber im CircuitSimulator (noch) nicht umgesetzt – der API-Vertrag wird gebrochen. ","Das Problem liegt im Verhalten des High-Level-Simulators und der Sampling-Result-API (Register-Name-Handling), nicht in Backend-Libs oder Build-/Env-Fragen. ","Ob ein Keyword-Argument wie register_name wirklich unterstützt und korrekt ins Result-Objekt übertragen wird, ist eine Frage der internen Implementierung und Tests; das kann nicht durch zusätzliche Compile-Time-Analyse des Usercodes garantiert werden. "
